DATE,FFWSJLOW
1936-07-30,.
1936-07-31,.
1936-08-01,.
1936-08-02,.
1936-08-03,.
1936-08-04,.
1936-08-05,.
1936-08-06,.
1936-08-07,.
1936-08-08,.
1936-08-09,.
1936-08-10,.
1936-08-11,.
1936-08-12,.
1936-08-13,.
1936-08-14,.
1936-08-15,.
1936-08-16,.
1936-08-17,.
1936-08-18,.
1936-08-19,.
1936-08-20,.
1936-08-21,.
1936-08-22,.
1936-08-23,.
1936-08-24,.
1936-08-25,.
1936-08-26,.
1936-08-27,.
1936-08-28,.
1936-08-29,.
1936-08-30,.
1936-08-31,.
1936-09-01,.
1936-09-02,.
1936-09-03,.
1936-09-04,.
1936-09-05,.
1936-09-06,.
1936-09-07,.
1936-09-08,.
1936-09-09,.
1936-09-10,.
1936-09-11,.
1936-09-12,.
1936-09-13,.
1936-09-14,.
1936-09-15,.
1936-09-16,.
1936-09-17,.
1936-09-18,.
1936-09-19,.
1936-09-20,.
1936-09-21,.
1936-09-22,.
1936-09-23,.
1936-09-24,.
1936-09-25,.
1936-09-26,.
1936-09-27,.
1936-09-28,.
1936-09-29,.
1936-09-30,.
1936-10-01,.
1936-10-02,.
1936-10-03,.
1936-10-04,.
1936-10-05,.
1936-10-06,.
1936-10-07,.
1936-10-08,.
1936-10-09,.
1936-10-10,.
1936-10-11,.
1936-10-12,.
1936-10-13,.
1936-10-14,.
1936-10-15,.
1936-10-16,.
1936-10-17,.
1936-10-18,.
1936-10-19,.
1936-10-20,.
1936-10-21,.
1936-10-22,.
1936-10-23,.
1936-10-24,.
1936-10-25,.
1936-10-26,.
1936-10-27,.
1936-10-28,.
1936-10-29,.
1936-10-30,.
1936-10-31,.
1936-11-01,.
1936-11-02,.
1936-11-03,.
1936-11-04,.
1936-11-05,.
1936-11-06,.
1936-11-07,.
1936-11-08,.
1936-11-09,.
1936-11-10,.
1936-11-11,.
1936-11-12,.
1936-11-13,.
1936-11-14,.
1936-11-15,.
1936-11-16,.
1936-11-17,.
1936-11-18,.
1936-11-19,.
1936-11-20,.
1936-11-21,.
1936-11-22,.
1936-11-23,.
1936-11-24,.
1936-11-25,.
1936-11-26,.
1936-11-27,.
1936-11-28,.
1936-11-29,.
1936-11-30,.
1936-12-01,.
1936-12-02,.
1936-12-03,.
1936-12-04,.
1936-12-05,.
1936-12-06,.
1936-12-07,.
1936-12-08,.
1936-12-09,.
1936-12-10,.
1936-12-11,.
1936-12-12,.
1936-12-13,.
1936-12-14,.
1936-12-15,.
1936-12-16,.
1936-12-17,.
1936-12-18,.
1936-12-19,.
1936-12-20,.
1936-12-21,.
1936-12-22,.
1936-12-23,.
1936-12-24,.
1936-12-25,.
1936-12-26,.
1936-12-27,.
1936-12-28,.
1936-12-29,.
1936-12-30,.
1936-12-31,.
1937-01-01,.
1937-01-02,.
1937-01-03,.
1937-01-04,.
1937-01-05,.
1937-01-06,.
1937-01-07,.
1937-01-08,.
1937-01-09,.
1937-01-10,.
1937-01-11,.
1937-01-12,.
1937-01-13,.
1937-01-14,.
1937-01-15,.
1937-01-16,.
1937-01-17,.
1937-01-18,.
1937-01-19,.
1937-01-20,.
1937-01-21,.
1937-01-22,.
1937-01-23,.
1937-01-24,.
1937-01-25,.
1937-01-26,.
1937-01-27,.
1937-01-28,.
1937-01-29,.
1937-01-30,.
1937-01-31,.
1937-02-01,.
1937-02-02,.
1937-02-03,.
1937-02-04,.
1937-02-05,.
1937-02-06,.
1937-02-07,.
1937-02-08,.
1937-02-09,.
1937-02-10,.
1937-02-11,.
1937-02-12,.
1937-02-13,.
1937-02-14,.
1937-02-15,.
1937-02-16,.
1937-02-17,.
1937-02-18,.
1937-02-19,.
1937-02-20,.
1937-02-21,.
1937-02-22,.
1937-02-23,.
1937-02-24,.
1937-02-25,.
1937-02-26,.
1937-02-27,.
1937-02-28,.
1937-03-01,.
1937-03-02,.
1937-03-03,.
1937-03-04,.
1937-03-05,.
1937-03-06,.
1937-03-07,.
1937-03-08,.
1937-03-09,.
1937-03-10,.
1937-03-11,.
1937-03-12,.
1937-03-13,.
1937-03-14,.
1937-03-15,0.125
1937-03-16,.
1937-03-17,.
1937-03-18,.
1937-03-19,.
1937-03-20,.
1937-03-21,.
1937-03-22,.
1937-03-23,.
1937-03-24,.
1937-03-25,.
1937-03-26,.
1937-03-27,.
1937-03-28,.
1937-03-29,.
1937-03-30,.
1937-03-31,.
1937-04-01,.
1937-04-02,.
1937-04-03,.
1937-04-04,.
1937-04-05,.
1937-04-06,.
1937-04-07,.
1937-04-08,.
1937-04-09,.
1937-04-10,.
1937-04-11,.
1937-04-12,.
1937-04-13,.
1937-04-14,.
1937-04-15,.
1937-04-16,.
1937-04-17,.
1937-04-18,.
1937-04-19,.
1937-04-20,.
1937-04-21,.
1937-04-22,.
1937-04-23,.
1937-04-24,.
1937-04-25,.
1937-04-26,.
1937-04-27,.
1937-04-28,.
1937-04-29,.
1937-04-30,.
1937-05-01,.
1937-05-02,.
1937-05-03,.
1937-05-04,.
1937-05-05,.
1937-05-06,.
1937-05-07,.
1937-05-08,.
1937-05-09,.
1937-05-10,.
1937-05-11,.
1937-05-12,.
1937-05-13,.
1937-05-14,.
1937-05-15,.
1937-05-16,.
1937-05-17,.
1937-05-18,.
1937-05-19,.
1937-05-20,.
1937-05-21,.
1937-05-22,.
1937-05-23,.
1937-05-24,.
1937-05-25,.
1937-05-26,.
1937-05-27,.
1937-05-28,.
1937-05-29,.
1937-05-30,.
1937-05-31,.
1937-06-01,.
1937-06-02,.
1937-06-03,.
1937-06-04,.
1937-06-05,.
1937-06-06,.
1937-06-07,.
1937-06-08,.
1937-06-09,.
1937-06-10,.
1937-06-11,.
1937-06-12,.
1937-06-13,.
1937-06-14,.
1937-06-15,.
1937-06-16,.
1937-06-17,.
1937-06-18,.
1937-06-19,.
1937-06-20,.
1937-06-21,.
1937-06-22,.
1937-06-23,.
1937-06-24,.
1937-06-25,.
1937-06-26,.
1937-06-27,.
1937-06-28,.
1937-06-29,.
1937-06-30,.
1937-07-01,.
1937-07-02,.
1937-07-03,.
1937-07-04,.
1937-07-05,.
1937-07-06,.
1937-07-07,.
1937-07-08,.
1937-07-09,.
1937-07-10,.
1937-07-11,.
1937-07-12,.
1937-07-13,.
1937-07-14,.
1937-07-15,.
1937-07-16,.
1937-07-17,.
1937-07-18,.
1937-07-19,.
1937-07-20,.
1937-07-21,.
1937-07-22,.
1937-07-23,.
1937-07-24,.
1937-07-25,.
1937-07-26,.
1937-07-27,.
1937-07-28,.
1937-07-29,.
1937-07-30,.
1937-07-31,.
1937-08-01,.
1937-08-02,.
1937-08-03,.
1937-08-04,.
1937-08-05,.
1937-08-06,.
1937-08-07,.
1937-08-08,.
1937-08-09,.
1937-08-10,.
1937-08-11,.
1937-08-12,.
1937-08-13,.
1937-08-14,.
1937-08-15,.
1937-08-16,.
1937-08-17,.
1937-08-18,.
1937-08-19,.
1937-08-20,.
1937-08-21,.
1937-08-22,.
1937-08-23,.
1937-08-24,.
1937-08-25,.
1937-08-26,.
1937-08-27,.
1937-08-28,.
1937-08-29,.
1937-08-30,.
1937-08-31,.
1937-09-01,.
1937-09-02,.
1937-09-03,.
1937-09-04,.
1937-09-05,.
1937-09-06,.
1937-09-07,.
1937-09-08,.
1937-09-09,.
1937-09-10,.
1937-09-11,.
1937-09-12,.
1937-09-13,.
1937-09-14,.
1937-09-15,.
1937-09-16,.
1937-09-17,.
1937-09-18,.
1937-09-19,.
1937-09-20,.
1937-09-21,.
1937-09-22,.
1937-09-23,.
1937-09-24,.
1937-09-25,.
1937-09-26,.
1937-09-27,.
1937-09-28,.
1937-09-29,.
1937-09-30,.
1937-10-01,.
1937-10-02,.
1937-10-03,.
1937-10-04,.
1937-10-05,.
1937-10-06,.
1937-10-07,.
1937-10-08,.
1937-10-09,.
1937-10-10,.
1937-10-11,.
1937-10-12,.
1937-10-13,.
1937-10-14,.
1937-10-15,.
1937-10-16,.
1937-10-17,.
1937-10-18,.
1937-10-19,.
1937-10-20,.
1937-10-21,.
1937-10-22,.
1937-10-23,.
1937-10-24,.
1937-10-25,.
1937-10-26,.
1937-10-27,.
1937-10-28,.
1937-10-29,.
1937-10-30,.
1937-10-31,.
1937-11-01,.
1937-11-02,.
1937-11-03,.
1937-11-04,.
1937-11-05,.
1937-11-06,.
1937-11-07,.
1937-11-08,.
1937-11-09,.
1937-11-10,.
1937-11-11,.
1937-11-12,.
1937-11-13,.
1937-11-14,.
1937-11-15,.
1937-11-16,.
1937-11-17,.
1937-11-18,.
1937-11-19,.
1937-11-20,.
1937-11-21,.
1937-11-22,.
1937-11-23,.
1937-11-24,.
1937-11-25,.
1937-11-26,.
1937-11-27,.
1937-11-28,.
1937-11-29,.
1937-11-30,.
1937-12-01,.
1937-12-02,.
1937-12-03,.
1937-12-04,.
1937-12-05,.
1937-12-06,.
1937-12-07,.
1937-12-08,.
1937-12-09,.
1937-12-10,.
1937-12-11,.
1937-12-12,.
1937-12-13,.
1937-12-14,.
1937-12-15,.
1937-12-16,.
1937-12-17,.
1937-12-18,.
1937-12-19,.
1937-12-20,.
1937-12-21,.
1937-12-22,.
1937-12-23,.
1937-12-24,.
1937-12-25,.
1937-12-26,.
1937-12-27,.
1937-12-28,.
1937-12-29,.
1937-12-30,.
1937-12-31,.
1938-01-01,.
1938-01-02,.
1938-01-03,.
1938-01-04,.
1938-01-05,.
1938-01-06,.
1938-01-07,.
1938-01-08,.
1938-01-09,.
1938-01-10,.
1938-01-11,.
1938-01-12,.
1938-01-13,.
1938-01-14,.
1938-01-15,.
1938-01-16,.
1938-01-17,.
1938-01-18,.
1938-01-19,.
1938-01-20,.
1938-01-21,.
1938-01-22,.
1938-01-23,.
1938-01-24,.
1938-01-25,.
1938-01-26,.
1938-01-27,.
1938-01-28,.
1938-01-29,.
1938-01-30,.
1938-01-31,.
1938-02-01,.
1938-02-02,.
1938-02-03,.
1938-02-04,.
1938-02-05,.
1938-02-06,.
1938-02-07,.
1938-02-08,.
1938-02-09,.
1938-02-10,.
1938-02-11,.
1938-02-12,.
1938-02-13,.
1938-02-14,.
1938-02-15,.
1938-02-16,.
1938-02-17,.
1938-02-18,.
1938-02-19,.
1938-02-20,.
1938-02-21,.
1938-02-22,.
1938-02-23,.
1938-02-24,.
1938-02-25,.
1938-02-26,.
1938-02-27,.
1938-02-28,.
1938-03-01,.
1938-03-02,.
1938-03-03,.
1938-03-04,.
1938-03-05,.
1938-03-06,.
1938-03-07,.
1938-03-08,.
1938-03-09,.
1938-03-10,.
1938-03-11,.
1938-03-12,.
1938-03-13,.
1938-03-14,.
1938-03-15,.
1938-03-16,.
1938-03-17,.
1938-03-18,.
1938-03-19,.
1938-03-20,.
1938-03-21,.
1938-03-22,.
1938-03-23,.
1938-03-24,.
1938-03-25,.
1938-03-26,.
1938-03-27,.
1938-03-28,.
1938-03-29,.
1938-03-30,.
1938-03-31,.
1938-04-01,.
1938-04-02,.
1938-04-03,.
1938-04-04,.
1938-04-05,.
1938-04-06,.
1938-04-07,.
1938-04-08,.
1938-04-09,.
1938-04-10,.
1938-04-11,.
1938-04-12,.
1938-04-13,.
1938-04-14,.
1938-04-15,.
1938-04-16,.
1938-04-17,.
1938-04-18,.
1938-04-19,.
1938-04-20,.
1938-04-21,.
1938-04-22,.
1938-04-23,.
1938-04-24,.
1938-04-25,.
1938-04-26,.
1938-04-27,.
1938-04-28,.
1938-04-29,.
1938-04-30,.
1938-05-01,.
1938-05-02,.
1938-05-03,.
1938-05-04,.
1938-05-05,.
1938-05-06,.
1938-05-07,.
1938-05-08,.
1938-05-09,.
1938-05-10,.
1938-05-11,.
1938-05-12,.
1938-05-13,.
1938-05-14,.
1938-05-15,.
1938-05-16,.
1938-05-17,.
1938-05-18,.
1938-05-19,.
1938-05-20,.
1938-05-21,.
1938-05-22,.
1938-05-23,.
1938-05-24,.
1938-05-25,.
1938-05-26,.
1938-05-27,.
1938-05-28,.
1938-05-29,.
1938-05-30,.
1938-05-31,.
1938-06-01,.
1938-06-02,.
1938-06-03,.
1938-06-04,.
1938-06-05,.
1938-06-06,.
1938-06-07,.
1938-06-08,.
1938-06-09,.
1938-06-10,.
1938-06-11,.
1938-06-12,.
1938-06-13,.
1938-06-14,.
1938-06-15,.
1938-06-16,.
1938-06-17,.
1938-06-18,.
1938-06-19,.
1938-06-20,.
1938-06-21,.
1938-06-22,.
1938-06-23,.
1938-06-24,.
1938-06-25,.
1938-06-26,.
1938-06-27,.
1938-06-28,.
1938-06-29,.
1938-06-30,.
1938-07-01,.
1938-07-02,.
1938-07-03,.
1938-07-04,.
1938-07-05,.
1938-07-06,.
1938-07-07,.
1938-07-08,.
1938-07-09,.
1938-07-10,.
1938-07-11,.
1938-07-12,.
1938-07-13,.
1938-07-14,.
1938-07-15,.
1938-07-16,.
1938-07-17,.
1938-07-18,.
1938-07-19,.
1938-07-20,.
1938-07-21,.
1938-07-22,.
1938-07-23,.
1938-07-24,.
1938-07-25,.
1938-07-26,.
1938-07-27,.
1938-07-28,.
1938-07-29,.
1938-07-30,.
1938-07-31,.
1938-08-01,.
1938-08-02,.
1938-08-03,.
1938-08-04,.
1938-08-05,.
1938-08-06,.
1938-08-07,.
1938-08-08,.
1938-08-09,.
1938-08-10,.
1938-08-11,.
1938-08-12,.
1938-08-13,.
1938-08-14,.
1938-08-15,.
1938-08-16,.
1938-08-17,.
1938-08-18,.
1938-08-19,.
1938-08-20,.
1938-08-21,.
1938-08-22,.
1938-08-23,.
1938-08-24,.
1938-08-25,.
1938-08-26,.
1938-08-27,.
1938-08-28,.
1938-08-29,.
1938-08-30,.
1938-08-31,.
1938-09-01,.
1938-09-02,.
1938-09-03,.
1938-09-04,.
1938-09-05,.
1938-09-06,.
1938-09-07,.
1938-09-08,.
1938-09-09,.
1938-09-10,.
1938-09-11,.
1938-09-12,.
1938-09-13,.
1938-09-14,.
1938-09-15,.
1938-09-16,.
1938-09-17,.
1938-09-18,.
1938-09-19,.
1938-09-20,.
1938-09-21,.
1938-09-22,.
1938-09-23,.
1938-09-24,.
1938-09-25,.
1938-09-26,.
1938-09-27,.
1938-09-28,.
1938-09-29,.
1938-09-30,.
1938-10-01,.
1938-10-02,.
1938-10-03,.
1938-10-04,.
1938-10-05,.
1938-10-06,.
1938-10-07,.
1938-10-08,.
1938-10-09,.
1938-10-10,.
1938-10-11,.
1938-10-12,.
1938-10-13,.
1938-10-14,.
1938-10-15,.
1938-10-16,.
1938-10-17,.
1938-10-18,.
1938-10-19,.
1938-10-20,.
1938-10-21,.
1938-10-22,.
1938-10-23,.
1938-10-24,.
1938-10-25,.
1938-10-26,.
1938-10-27,.
1938-10-28,.
1938-10-29,.
1938-10-30,.
1938-10-31,.
1938-11-01,.
1938-11-02,.
1938-11-03,.
1938-11-04,.
1938-11-05,.
1938-11-06,.
1938-11-07,.
1938-11-08,.
1938-11-09,.
1938-11-10,.
1938-11-11,.
1938-11-12,.
1938-11-13,.
1938-11-14,.
1938-11-15,.
1938-11-16,.
1938-11-17,.
1938-11-18,.
1938-11-19,.
1938-11-20,.
1938-11-21,.
1938-11-22,.
1938-11-23,.
1938-11-24,.
1938-11-25,.
1938-11-26,.
1938-11-27,.
1938-11-28,.
1938-11-29,.
1938-11-30,.
1938-12-01,.
1938-12-02,.
1938-12-03,.
1938-12-04,.
1938-12-05,.
1938-12-06,.
1938-12-07,.
1938-12-08,.
1938-12-09,.
1938-12-10,.
1938-12-11,.
1938-12-12,.
1938-12-13,.
1938-12-14,.
1938-12-15,.
1938-12-16,.
1938-12-17,.
1938-12-18,.
1938-12-19,.
1938-12-20,.
1938-12-21,.
1938-12-22,.
1938-12-23,.
1938-12-24,.
1938-12-25,.
1938-12-26,.
1938-12-27,.
1938-12-28,.
1938-12-29,.
1938-12-30,.
1938-12-31,.
1939-01-01,.
1939-01-02,.
1939-01-03,.
1939-01-04,.
1939-01-05,.
1939-01-06,.
1939-01-07,.
1939-01-08,.
1939-01-09,.
1939-01-10,.
1939-01-11,.
1939-01-12,.
1939-01-13,.
1939-01-14,.
1939-01-15,.
1939-01-16,.
1939-01-17,.
1939-01-18,.
1939-01-19,.
1939-01-20,.
1939-01-21,.
1939-01-22,.
1939-01-23,.
1939-01-24,.
1939-01-25,.
1939-01-26,.
1939-01-27,.
1939-01-28,.
1939-01-29,.
1939-01-30,.
1939-01-31,.
1939-02-01,.
1939-02-02,.
1939-02-03,.
1939-02-04,.
1939-02-05,.
1939-02-06,.
1939-02-07,.
1939-02-08,.
1939-02-09,.
1939-02-10,.
1939-02-11,.
1939-02-12,.
1939-02-13,.
1939-02-14,.
1939-02-15,.
1939-02-16,.
1939-02-17,.
1939-02-18,.
1939-02-19,.
1939-02-20,.
1939-02-21,.
1939-02-22,.
1939-02-23,.
1939-02-24,.
1939-02-25,.
1939-02-26,.
1939-02-27,.
1939-02-28,.
1939-03-01,.
1939-03-02,.
1939-03-03,.
1939-03-04,.
1939-03-05,.
1939-03-06,.
1939-03-07,.
1939-03-08,.
1939-03-09,.
1939-03-10,.
1939-03-11,.
1939-03-12,.
1939-03-13,.
1939-03-14,.
1939-03-15,.
1939-03-16,.
1939-03-17,.
1939-03-18,.
1939-03-19,.
1939-03-20,.
1939-03-21,.
1939-03-22,.
1939-03-23,.
1939-03-24,.
1939-03-25,.
1939-03-26,.
1939-03-27,.
1939-03-28,.
1939-03-29,.
1939-03-30,.
1939-03-31,.
1939-04-01,.
1939-04-02,.
1939-04-03,.
1939-04-04,.
1939-04-05,.
1939-04-06,.
1939-04-07,.
1939-04-08,.
1939-04-09,.
1939-04-10,.
1939-04-11,.
1939-04-12,.
1939-04-13,.
1939-04-14,.
1939-04-15,.
1939-04-16,.
1939-04-17,.
1939-04-18,.
1939-04-19,.
1939-04-20,.
1939-04-21,.
1939-04-22,.
1939-04-23,.
1939-04-24,.
1939-04-25,.
1939-04-26,.
1939-04-27,.
1939-04-28,.
1939-04-29,.
1939-04-30,.
1939-05-01,.
1939-05-02,.
1939-05-03,.
1939-05-04,.
1939-05-05,.
1939-05-06,.
1939-05-07,.
1939-05-08,.
1939-05-09,.
1939-05-10,.
1939-05-11,.
1939-05-12,.
1939-05-13,.
1939-05-14,.
1939-05-15,.
1939-05-16,.
1939-05-17,.
1939-05-18,.
1939-05-19,.
1939-05-20,.
1939-05-21,.
1939-05-22,.
1939-05-23,.
1939-05-24,.
1939-05-25,.
1939-05-26,.
1939-05-27,.
1939-05-28,.
1939-05-29,.
1939-05-30,.
1939-05-31,.
1939-06-01,.
1939-06-02,.
1939-06-03,.
1939-06-04,.
1939-06-05,.
1939-06-06,.
1939-06-07,.
1939-06-08,.
1939-06-09,.
1939-06-10,.
1939-06-11,.
1939-06-12,.
1939-06-13,.
1939-06-14,.
1939-06-15,.
1939-06-16,.
1939-06-17,.
1939-06-18,.
1939-06-19,.
1939-06-20,.
1939-06-21,.
1939-06-22,.
1939-06-23,.
1939-06-24,.
1939-06-25,.
1939-06-26,.
1939-06-27,.
1939-06-28,.
1939-06-29,.
1939-06-30,.
1939-07-01,.
1939-07-02,.
1939-07-03,.
1939-07-04,.
1939-07-05,.
1939-07-06,.
1939-07-07,.
1939-07-08,.
1939-07-09,.
1939-07-10,.
1939-07-11,.
1939-07-12,.
1939-07-13,.
1939-07-14,.
1939-07-15,.
1939-07-16,.
1939-07-17,.
1939-07-18,.
1939-07-19,.
1939-07-20,.
1939-07-21,.
1939-07-22,.
1939-07-23,.
1939-07-24,.
1939-07-25,.
1939-07-26,.
1939-07-27,.
1939-07-28,.
1939-07-29,.
1939-07-30,.
1939-07-31,.
1939-08-01,.
1939-08-02,.
1939-08-03,.
1939-08-04,.
1939-08-05,.
1939-08-06,.
1939-08-07,.
1939-08-08,.
1939-08-09,.
1939-08-10,.
1939-08-11,.
1939-08-12,.
1939-08-13,.
1939-08-14,.
1939-08-15,.
1939-08-16,.
1939-08-17,.
1939-08-18,.
1939-08-19,.
1939-08-20,.
1939-08-21,.
1939-08-22,.
1939-08-23,.
1939-08-24,.
1939-08-25,.
1939-08-26,.
1939-08-27,.
1939-08-28,.
1939-08-29,.
1939-08-30,.
1939-08-31,.
1939-09-01,.
1939-09-02,.
1939-09-03,.
1939-09-04,.
1939-09-05,.
1939-09-06,.
1939-09-07,.
1939-09-08,.
1939-09-09,.
1939-09-10,.
1939-09-11,.
1939-09-12,.
1939-09-13,.
1939-09-14,.
1939-09-15,.
1939-09-16,.
1939-09-17,.
1939-09-18,.
1939-09-19,.
1939-09-20,.
1939-09-21,.
1939-09-22,.
1939-09-23,.
1939-09-24,.
1939-09-25,.
1939-09-26,.
1939-09-27,.
1939-09-28,.
1939-09-29,.
1939-09-30,.
1939-10-01,.
1939-10-02,.
1939-10-03,.
1939-10-04,.
1939-10-05,.
1939-10-06,.
1939-10-07,.
1939-10-08,.
1939-10-09,.
1939-10-10,.
1939-10-11,.
1939-10-12,.
1939-10-13,.
1939-10-14,.
1939-10-15,.
1939-10-16,.
1939-10-17,.
1939-10-18,.
1939-10-19,.
1939-10-20,.
1939-10-21,.
1939-10-22,.
1939-10-23,.
1939-10-24,.
1939-10-25,.
1939-10-26,.
1939-10-27,.
1939-10-28,.
1939-10-29,.
1939-10-30,.
1939-10-31,.
1939-11-01,.
1939-11-02,.
1939-11-03,.
1939-11-04,.
1939-11-05,.
1939-11-06,.
1939-11-07,.
1939-11-08,.
1939-11-09,.
1939-11-10,.
1939-11-11,.
1939-11-12,.
1939-11-13,.
1939-11-14,.
1939-11-15,.
1939-11-16,.
1939-11-17,.
1939-11-18,.
1939-11-19,.
1939-11-20,.
1939-11-21,.
1939-11-22,.
1939-11-23,.
1939-11-24,.
1939-11-25,.
1939-11-26,.
1939-11-27,.
1939-11-28,.
1939-11-29,.
1939-11-30,.
1939-12-01,.
1939-12-02,.
1939-12-03,.
1939-12-04,.
1939-12-05,.
1939-12-06,.
1939-12-07,.
1939-12-08,.
1939-12-09,.
1939-12-10,.
1939-12-11,.
1939-12-12,.
1939-12-13,.
1939-12-14,.
1939-12-15,.
1939-12-16,.
1939-12-17,.
1939-12-18,.
1939-12-19,.
1939-12-20,.
1939-12-21,.
1939-12-22,.
1939-12-23,.
1939-12-24,.
1939-12-25,.
1939-12-26,.
1939-12-27,.
1939-12-28,.
1939-12-29,.
1939-12-30,.
1939-12-31,.
1940-01-01,.
1940-01-02,.
1940-01-03,.
1940-01-04,.
1940-01-05,.
1940-01-06,.
1940-01-07,.
1940-01-08,.
1940-01-09,.
1940-01-10,.
1940-01-11,.
1940-01-12,.
1940-01-13,.
1940-01-14,.
1940-01-15,.
1940-01-16,.
1940-01-17,.
1940-01-18,.
1940-01-19,.
1940-01-20,.
1940-01-21,.
1940-01-22,.
1940-01-23,.
1940-01-24,.
1940-01-25,.
1940-01-26,.
1940-01-27,.
1940-01-28,.
1940-01-29,.
1940-01-30,.
1940-01-31,.
1940-02-01,.
1940-02-02,.
1940-02-03,.
1940-02-04,.
1940-02-05,.
1940-02-06,.
1940-02-07,.
1940-02-08,.
1940-02-09,.
1940-02-10,.
1940-02-11,.
1940-02-12,.
1940-02-13,.
1940-02-14,.
1940-02-15,.
1940-02-16,.
1940-02-17,.
1940-02-18,.
1940-02-19,.
1940-02-20,.
1940-02-21,.
1940-02-22,.
1940-02-23,.
1940-02-24,.
1940-02-25,.
1940-02-26,.
1940-02-27,.
1940-02-28,.
1940-02-29,.
1940-03-01,.
1940-03-02,.
1940-03-03,.
1940-03-04,.
1940-03-05,.
1940-03-06,.
1940-03-07,.
1940-03-08,.
1940-03-09,.
1940-03-10,.
1940-03-11,.
1940-03-12,.
1940-03-13,.
1940-03-14,.
1940-03-15,.
1940-03-16,.
1940-03-17,.
1940-03-18,.
1940-03-19,.
1940-03-20,.
1940-03-21,.
1940-03-22,.
1940-03-23,.
1940-03-24,.
1940-03-25,.
1940-03-26,.
1940-03-27,.
1940-03-28,.
1940-03-29,.
1940-03-30,.
1940-03-31,.
1940-04-01,.
1940-04-02,.
1940-04-03,.
1940-04-04,.
1940-04-05,.
1940-04-06,.
1940-04-07,.
1940-04-08,.
1940-04-09,.
1940-04-10,.
1940-04-11,.
1940-04-12,.
1940-04-13,.
1940-04-14,.
1940-04-15,.
1940-04-16,.
1940-04-17,.
1940-04-18,.
1940-04-19,.
1940-04-20,.
1940-04-21,.
1940-04-22,.
1940-04-23,.
1940-04-24,.
1940-04-25,.
1940-04-26,.
1940-04-27,.
1940-04-28,.
1940-04-29,.
1940-04-30,.
1940-05-01,.
1940-05-02,.
1940-05-03,.
1940-05-04,.
1940-05-05,.
1940-05-06,.
1940-05-07,.
1940-05-08,.
1940-05-09,.
1940-05-10,.
1940-05-11,.
1940-05-12,.
1940-05-13,.
1940-05-14,.
1940-05-15,.
1940-05-16,.
1940-05-17,.
1940-05-18,.
1940-05-19,.
1940-05-20,.
1940-05-21,.
1940-05-22,.
1940-05-23,.
1940-05-24,.
1940-05-25,.
1940-05-26,.
1940-05-27,.
1940-05-28,.
1940-05-29,.
1940-05-30,.
1940-05-31,.
1940-06-01,.
1940-06-02,.
1940-06-03,.
1940-06-04,.
1940-06-05,.
1940-06-06,.
1940-06-07,.
1940-06-08,.
1940-06-09,.
1940-06-10,.
1940-06-11,.
1940-06-12,.
1940-06-13,.
1940-06-14,.
1940-06-15,.
1940-06-16,.
1940-06-17,.
1940-06-18,.
1940-06-19,.
1940-06-20,.
1940-06-21,.
1940-06-22,.
1940-06-23,.
1940-06-24,.
1940-06-25,.
1940-06-26,.
1940-06-27,.
1940-06-28,.
1940-06-29,.
1940-06-30,.
1940-07-01,.
1940-07-02,.
1940-07-03,.
1940-07-04,.
1940-07-05,.
1940-07-06,.
1940-07-07,.
1940-07-08,.
1940-07-09,.
1940-07-10,.
1940-07-11,.
1940-07-12,.
1940-07-13,.
1940-07-14,.
1940-07-15,.
1940-07-16,.
1940-07-17,.
1940-07-18,.
1940-07-19,.
1940-07-20,.
1940-07-21,.
1940-07-22,.
1940-07-23,.
1940-07-24,.
1940-07-25,.
1940-07-26,.
1940-07-27,.
1940-07-28,.
1940-07-29,.
1940-07-30,.
1940-07-31,.
1940-08-01,.
1940-08-02,.
1940-08-03,.
1940-08-04,.
1940-08-05,.
1940-08-06,.
1940-08-07,.
1940-08-08,.
1940-08-09,.
1940-08-10,.
1940-08-11,.
1940-08-12,.
1940-08-13,.
1940-08-14,.
1940-08-15,.
1940-08-16,.
1940-08-17,.
1940-08-18,.
1940-08-19,.
1940-08-20,.
1940-08-21,.
1940-08-22,.
1940-08-23,.
1940-08-24,.
1940-08-25,.
1940-08-26,.
1940-08-27,.
1940-08-28,.
1940-08-29,.
1940-08-30,.
1940-08-31,.
1940-09-01,.
1940-09-02,.
1940-09-03,.
1940-09-04,.
1940-09-05,.
1940-09-06,.
1940-09-07,.
1940-09-08,.
1940-09-09,.
1940-09-10,.
1940-09-11,.
1940-09-12,.
1940-09-13,.
1940-09-14,.
1940-09-15,.
1940-09-16,.
1940-09-17,.
1940-09-18,.
1940-09-19,.
1940-09-20,.
1940-09-21,.
1940-09-22,.
1940-09-23,.
1940-09-24,.
1940-09-25,.
1940-09-26,.
1940-09-27,.
1940-09-28,.
1940-09-29,.
1940-09-30,.
1940-10-01,.
1940-10-02,.
1940-10-03,.
1940-10-04,.
1940-10-05,.
1940-10-06,.
1940-10-07,.
1940-10-08,.
1940-10-09,.
1940-10-10,.
1940-10-11,.
1940-10-12,.
1940-10-13,.
1940-10-14,.
1940-10-15,.
1940-10-16,.
1940-10-17,.
1940-10-18,.
1940-10-19,.
1940-10-20,.
1940-10-21,.
1940-10-22,.
1940-10-23,.
1940-10-24,.
1940-10-25,.
1940-10-26,.
1940-10-27,.
1940-10-28,.
1940-10-29,.
